"Numéro","Nom","Rang","Bac","","Bulletins","L. Motiv.","Libre","Limite","Ent. FA","Remarque","","EVALN"
"1092787","#REF!","781/1724","  Scientifique Physique-chimie"," ","0","0.5","0","","","","",""
"1095076","#REF!","542/1724","  Scientifique Physique-chimie"," ","0","0.5","0.5","","","","",""
"1113307","#REF!","452/1724","  Scientifique Physique-chimie"," ","0.5","0.5","0","","","","",""
"1119445","#REF!","631/1724","  Scientifique Physique-chimie"," ","0","0.5","0.5","","","","",""
"1150105","#REF!","561/1724","  Scientifique Physique-chimie"," ","0.5","0.5","0.5","","","","",""
"1151958","#REF!","594/1724","  Scientifique Physique-chimie"," ","0","-0.5","0","","","","",""
"1153011","#REF!","698/1724","  Scientifique Physique-chimie"," ","0","-0.5","0","","","","",""
"1162844","#REF!","862/1724","  Scientifique Physique-chimie"," ","0","0.5","0","","","","",""
"1166490","#REF!","943/1724","  Scientifique Physique-chimie"," ","0","0.5","0.5","","","","",""
"1180608","#REF!","539/1724","  Scientifique Physique-chimie"," ","0.5","0.5","0.5","","","","",""
"170086","#REF!","584/1724","STI2D Système informatique et numérique","","1","0.5","0","","","","",""
"176460","#REF!","559/1724","STI2D Système informatique et numérique","","1","1","0","","","","",""
"176495","#REF!","584/1724","STI2D Système informatique et numérique","","0.5","0","0","","","","",""
"176509","#REF!","1062/1724","STI2D Système informatique et numérique","","-5","0","0","","","","",""
"256659","#REF!","565/1724","STI2D Système informatique et numérique","","1.5","-0.5","0.5","","","","",""
"284987","#REF!","1090/1724","STI2D Système informatique et numérique","","-1","-0.5","0","","","","",""
"284992","#REF!","928/1724","STI2D Système informatique et numérique","","1","0","0","","","","",""
"285060","#REF!","1027/1724","STI2D Système informatique et numérique","","0.5","-0.5","0","","","","",""
"285076","#REF!","506/1724","STI2D Système informatique et numérique","","0","0","0","","","","",""
"285126","#REF!","791/1724","STI2D Système informatique et numérique","","0","0","0","","","","",""
"285189","#REF!","1029/1724","STI2D Système informatique et numérique","","-3","0","0","","","","",""
"285238","#REF!","972/1724","STI2D Système informatique et numérique","","-5","-0.5","0","","","","",""
"285259","#REF!","1094/1724","STI2D Système informatique et numérique","","-2","0","0","","","","",""
"329845","#REF!","1090/1724","STI2D Système informatique et numérique","","-2","0","-2","","","","",""
"370490","#REF!","768/1724","STI2D Système informatique et numérique","","1","0","0","","","","",""
"391063","#REF!","943/1724","STI2D Système informatique et numérique","","0","0","0","","","","",""
"451047","#REF!","1017/1724","STI2D Système informatique et numérique","","-5","-0.5","0","","","","",""
"451054","#REF!","935/1724","STI2D Système informatique et numérique","","-2","0","0","","","","",""
"451064","#REF!","499/1724","STI2D Système informatique et numérique","","2","0","0","","","","",""
"451176","#REF!","791/1724","STI2D Système informatique et numérique","","1","0","0","","","","",""
"495914","#REF!","963/1724","STI2D Système informatique et numérique","","0.5","0","0","","","","",""
"503341","#REF!","1108/1724","STI2D Système informatique et numérique","","-0.5","0","0","","","","",""
"503498","#REF!","947/1724","STI2D Système informatique et numérique","","0.5","0","0","","","","",""
"504680","#REF!","545/1724","STI2D Système informatique et numérique","","0.5","0.5","0","","","","",""
"504681","#REF!","810/1724","STI2D Système informatique et numérique","","0","0","0","oui","","","",""
"548126","#REF!","547/1724","STI2D Système informatique et numérique","","1","0.5","0","","","","",""
"567461","#REF!","569/1724","STI2D Système informatique et numérique","","1","1","0","","","","",""
"576203","#REF!","1054/1724","STI2D Système informatique et numérique","","0","0","0","","","","",""
"576281","#REF!","983/1724","STI2D Système informatique et numérique","","-5","0","0","","","","",""
"576329","#REF!","822/1724","STI2D Système informatique et numérique","","0.5","0","0","","","","",""
"576404","#REF!","698/1724","STI2D Système informatique et numérique","","0.5","1","0","","","","",""
"576485","#REF!","789/1724","STI2D Système informatique et numérique","","0.5","0","0","","","","",""
"576496","#REF!","996/1724","STI2D Système informatique et numérique","","0","0","0","","","","",""
"576539","#REF!","1168/1724","STI2D Système informatique et numérique","","0","0","0","","","","",""
"576570","#REF!","993/1724","STI2D Système informatique et numérique","","0","0","0","oui","","","",""
"632636","#REF!","1112/1724","STI2D Système informatique et numérique","","0","-0.5","0","","","","",""
"632802","#REF!","576/1724","STI2D Système informatique et numérique","","1","1","0","","","","",""
"632834","#REF!","449/1724","STI2D Système informatique et numérique","","0.5","0","0","","","","",""
"636582","#REF!","1019/1724","STI2D Système informatique et numérique","","0","0","0","","","","",""
"651730","#REF!","883/1724","STI2D Système informatique et numérique","","-0.5","0","-0.5","","","","",""
"656139","#REF!","1123/1724","STI2D Système informatique et numérique","","-1","0","0","","","","",""
"660803","#REF!","862/1724","STI2D Système informatique et numérique","","0.5","0","0","","","","",""
"660895","#REF!","851/1724","STI2D Système informatique et numérique","","0.5","0","0","","","","",""
"668361","#REF!","1067/1724","STI2D Système informatique et numérique","","-1","0","0","","","","",""
"668407","#REF!","745/1724","STI2D Système informatique et numérique","","0.5","0","0","","","","",""
"673198","#REF!","512/1724","STI2D Système informatique et numérique","","0","0.5","0","","","","",""
"673446","#REF!","847/1724","STI2D Système informatique et numérique","","-0.5","-1","0","","","","",""
"688629","#REF!","830/1724","STI2D Système informatique et numérique","","0","0","0","","","","",""
"688775","#REF!","504/1724","STI2D Système informatique et numérique","","1","0.5","0","","","","",""
"698629","#REF!","843/1724","STI2D Système informatique et numérique","","0","0.5","0","","","","",""
"708760","#REF!","810/1724","STI2D Système informatique et numérique","","0","0","0","","","","",""
"708782","#REF!","688/1724","STI2D Système informatique et numérique","","0","0.5","0","","","","",""
"713497","#REF!","812/1724","STI2D Système informatique et numérique","","1","0","0","","","","",""
"713509","#REF!","1233/1724","STI2D Système informatique et numérique","","-2","0","0","","","","",""
"723685","#REF!","768/1724","STI2D Système informatique et numérique","","0.5","0","0","","","","",""
"731016","#REF!","818/1724","STI2D Système informatique et numérique","","0","0","0","","","","",""
"731065","#REF!","1143/1724","STI2D Système informatique et numérique","","-1","0","0","","","","",""
"731159","#REF!","698/1724","STI2D Système informatique et numérique","","1","0","0","","","","",""
"731193","#REF!","732/1724","STI2D Système informatique et numérique","","0","-0.5","0","","","","",""
"731254","#REF!","1113/1724","STI2D Système informatique et numérique","","0","0","0","","","","",""
"734872","#REF!","680/1724","STI2D Système informatique et numérique","","0.5","0","0","","","","",""
"737047","#REF!","775/1724","STI2D Système informatique et numérique","","-2","1","0","","","","",""
"781242","#REF!","1017/1724","STI2D Système informatique et numérique","","0.5","0.5","0","","","","",""
"805279","#REF!","1222/1724","STI2D Système informatique et numérique","","-2","1","0","","","","",""
"822070","#REF!","561/1724","STI2D Système informatique et numérique","","0.5","0","0","","","","",""
"822133","#REF!","1164/1724","STI2D Système informatique et numérique","","-1","0","0","","","","",""
"377087","#REF!","133/540","S Informatique et Sciences du numérique","","-1","0","","","","","",""
"285360","#REF!","136/540","S Mathématiques","","","0.5","","","","","",""
"255372","#REF!","140/540","S Mathématiques","","-1","-0.5","","","","","",""
"631163","#REF!","140/540","S Mathématiques","","","0.5","","X","","","",""
"651688","#REF!","141/540","S Informatique et Sciences du numérique","","-0.75","0.5","","","","","",""
"211797","#REF!","146/540","S Informatique et Sciences du numérique","","-1","0.5","","","","","",""
"350734","#REF!","150/540","S Informatique et Sciences du numérique","","-0.5","0.5","","","","","",""
"817350","#REF!","150/540","S Mathématiques","","","","","","","","",""
"678122","#REF!","154/540","S Informatique et Sciences du numérique","","1","-0.5","","","","","",""
"319393","#REF!","163/540","S Informatique et Sciences du numérique","","-0.5","-0.5","","","","","",""
"221751","#REF!","163/540","S Mathématiques","","","","","X","","","",""
"806043","#REF!","165/540","S Informatique et Sciences du numérique","","","","0.5","ok","","","",""
"626361","#REF!","166/540","S Informatique et Sciences du numérique","","-0.5","0.5","","","","","",""
"636829","#REF!","175/540","S Informatique et Sciences du numérique","","-0.5","","","","","","",""
"713564","#REF!","177/540","S Informatique et Sciences du numérique","","-1","","","","","","",""
"651564","#REF!","179/540","S Informatique et Sciences du numérique","","-1","","","","","","",""
"576504","#REF!","181/540","S Informatique et Sciences du numérique","","-1","","","","","","",""
"502828","#REF!","184/540","S Mathématiques","","","","","","","","",""
"438322","#REF!","203/540","S Informatique et Sciences du numérique","","-0.5","","","","","","",""
"579889","#REF!","208/540","S Informatique et Sciences du numérique","","","","","","","","",""
"598319","#REF!","208/540","S Informatique et Sciences du numérique","","-1.5","","","","","","",""
"721907","#REF!","211/540","S Pas de spécialité (S.I)","","","0.5","1","ok","","","",""
"379123","#REF!","216/540","S Informatique et Sciences du numérique","","-1.5","","","","","","",""
"285110","#REF!","218/540","S Mathématiques","","-0.5","0.5","","X","","","",""
"690531","#REF!","222/540","S Mathématiques","","-0.5","0.5","","","","","",""
"731217","#REF!","224/540","S Informatique et Sciences du numérique","","-1.5","-1","","","","","",""
"181444","#REF!","229/540","S Informatique et Sciences du numérique","","-0.5","","","X","","","",""
"565903","#REF!","235/540","S Informatique et Sciences du numérique","","-0.5","0.5","","","","","",""
"285116","#REF!","238/540","S Pas de spécialité (S.I)","","-0.5","0.5","","X","","","",""
"298700","#REF!","241/540","S Informatique et Sciences du numérique","","-1.5","0.5","","","","","",""
"565937","#REF!","242/540","S Informatique et Sciences du numérique","","-1","0.5","","","","","",""
"589154","#REF!","247/540","S Informatique et Sciences du numérique","","-1","","","","","","",""
"590641","#REF!","256/540","S Mathématiques","","-0.5","1","","X","","","",""
"534151","#REF!","258/540","S Informatique et Sciences du numérique","","-1.5","","","","","","",""
"377041","#REF!","261/540","S Informatique et Sciences du numérique","","","-0.5","","","","","",""
"685769","#REF!","261/540","S Pas de spécialité (S.I)","","","","0","X","","","",""
"285282","#REF!","265/540","S Pas de spécialité (S.I)","","-1","","","","","","",""
"534069","#REF!","272/540","S Informatique et Sciences du numérique","","-1","","","","","","",""
"184351","#REF!","280/540","S Mathématiques","","-1.5","","","","","","",""
"534099","#REF!","290/540","S Informatique et Sciences du numérique","","-1","","","","","","",""
"268376","#REF!","303/540","S Mathématiques","","-0.5","","1","ok","","","",""
"727816","#REF!","308/540","S Informatique et Sciences du numérique","","-1","-0.5","","","","","",""
"781182","#REF!","312/540","S Pas de spécialité (S.I)","","-1","0.5","","","","","",""
"319271","#REF!","316/540","S Mathématiques","","-1","","","?","","","",""
"337527","#REF!","317/540","S Pas de spécialité (S.I)","","-1","0.5","","","","","",""
"721872","#REF!","322/540","S Mathématiques","","-2","","","?","","","",""
"147318","#REF!","324/540","S Pas de spécialité (S.I)","","-2","","","","","","",""
"147472","#REF!","329/540","S Informatique et Sciences du numérique","","-2","","","","","","",""
"268548","#REF!","330/540","S Mathématiques","","-1","","","","","","",""
"287624","#REF!","336/540","P Systèmes électroniques numériques","","","","","?","","","",""
"721794","#REF!","346/540","S Mathématiques","","-1.5","","","","","","",""
"434721","#REF!","354/540","S Pas de spécialité (S.I)","","-1.5","1","","","","","",""
"628793","#REF!","363/540","S Pas de spécialité (S.I)","","-1.5","-1","","","","","",""
"140082","#REF!","364/540","S Ecologie agronomie et territoires","","-1","0.5","","","","","",""
"590678","#REF!","372/540","STMG Systèmes d'information et de gestion","","1.5","0.5","","?","","","",""
"697724","#REF!","378/540","P Electrotechnique, énergie, équipements communicants","","2","0.5","","?","","","",""
"308814","#REF!","379/540","P Systèmes électroniques numériques","","2","1","","?","","","",""
"740429","#REF!","384/540","P Systèmes électroniques numériques","","2.5","1","","?","","","",""
"301162","#REF!","386/540","STMG Gestion et Finance","","0.5","0.5","","","","","",""
"192702","#REF!","393/540","P Electrotechnique, énergie, équipements communicants","","0.5","-0.5","","","","","",""
"1159437","#REF!","132/540","  Scientifique Physique-chimie"," ","0","1","0","","x","","",""
"1176247","#REF!","138/540","  Scientifique Pas de spécialité (S.I)"," ","1.5","","1","","x","","",""
"1072226","#REF!","142/540","  Scientifique Informatique et Sciences du numérique"," ","-1","0","0","","x","","",""
"1084665","#REF!","144/540","  Scientifique Pas de spécialité (S.I)"," ","-1","0.5","","","x","","",""
"1019917","#REF!","147/540","  Scientifique Mathématiques"," ","0.5","1","0","","x","","",""
"1017390","#REF!","153/540","  Scientifique Pas de spécialité (S.I)"," ","0","1","0.5","","x","","",""
"1101954","#REF!","157/540","  Scientifique Mathématiques"," ","0","1","0","","x","","",""
"1189933","#REF!","159/540","  Scientifique Pas de spécialité (S.I)"," ","1","-2","0.5","","x","","",""
"1091553","#REF!","163/540","  Scientifique Physique-chimie"," ","0","0.5","0","","x","","",""
"1089025","#REF!","164/540","  Scientifique Informatique et Sciences du numérique"," ","-1.5","1","0","","x","","",""
"1142070","#REF!","182/540","  Sciences et Technologies de l'Industrie et du Développement Durable Système informatique et numérique"," ","0.5","0.5","0.5","","x","","",""
"1157658","#REF!","186/540","  Scientifique Sciences de la vie et de la terre"," ","1","0","1","","x","","",""
"1059841","#REF!","187/540","  Scientifique Sciences de la vie et de la terre"," ","1","-2","0","","x","","",""
"1055280","#REF!","192/540","  Sciences et Technologies de l'Industrie et du Développement Durable Système informatique et numérique"," ","0.5","1","0","","x","","",""
"1052060","#REF!","192/540","  Scientifique Physique-chimie"," ","0","0","0","","x","","",""
"1018965","#REF!","194/540","  Scientifique Mathématiques"," ","-0.5","0","0","","x","","",""
"1053153","#REF!","195/540","  Scientifique Physique-chimie"," ","-1.5","0","0","x","","","",""
"1144132","#REF!","200/540","  Scientifique Mathématiques"," ","-2","1","0.5","x","","","",""
"1056967","#REF!","204/540","  Sciences et Technologies de l'Industrie et du Développement Durable Système informatique et numérique","-","-1","1","0","","","","",""
"1088724","#REF!","209/540","  Scientifique Mathématiques"," ","-1.5","0","0","","","","",""
"1056683","#REF!","218/540","  Scientifique Sciences de la vie et de la terre"," ","-1","0","0","","","","",""
"1155084","#REF!","219/540"," Sciences de la vie et de la terre  "," ","-1","-0.5","","","","","",""
"1053716","#REF!","220/540","  Scientifique Sciences de la vie et de la terre"," ","0.5","0","0","","","","",""
"1134255","#REF!","221/540","  Sciences et Technologies de l'Industrie et du Développement Durable Système informatique et numérique"," ","0","0","0","","","","",""
"1039180","#REF!","224/540","  Scientifique Sciences de la vie et de la terre"," ","-1","0.5","0","","x","","",""
"1070191","#REF!","225/540","  Scientifique Sciences de la vie et de la terre"," ","-1","1","0","","x","","",""
"1202757","#REF!","234/540","  Scientifique Pas de spécialité (S.I)"," ","-1","1","0","","x","","",""
"1146689","#REF!","239/540","  Scientifique Sciences de la vie et de la terre"," ","0","0","0","","","","",""
"1007595","#REF!","241/540","  Scientifique Sciences de la vie et de la terre"," ","-1","0","0","","","","",""
"1056995","#REF!","243/540","  Scientifique Physique-chimie"," ","0","0.5","0","","","","",""
"1040796","#REF!","246/540","  Scientifique Sciences de la vie et de la terre"," ","0","1","0","","","","",""
"1199940","#REF!","248/540","  Scientifique Pas de spécialité (S.I)"," ","0","0.5","0","","","","",""
"1128665","#REF!","250/540","  Scientifique Sciences de la vie et de la terre"," ","0.5","0","0","","","","",""
"1092122","#REF!","251/540","  Scientifique Sciences de la vie et de la terre"," ","0","0","0","","","","",""
"1161343","#REF!","254/540","  Sciences et Technologies de l'Industrie et du Développement Durable Système informatique et numérique"," ","0.5","1","0","","","","",""
"1057072","#REF!","257/540","  Scientifique Sciences de la vie et de la terre"," ","-0.5","1","0","","","","",""
"1164803","#REF!","272/540","  Scientifique Sciences de la vie et de la terre"," ","-0.5","0","0","","","","",""
"1101357","#REF!","275/540","  Sciences et Technologies de l'Industrie et du Développement Durable Système informatique et numérique"," ","0","0.5","","","","","",""
"1172423","#REF!","278/540","  Scientifique Pas de spécialité (S.I)"," ","-0.5","0.5","","","","","",""
"1162948","#REF!","284/540","  Sciences et Technologies de l'Industrie et du Développement Durable Système informatique et numérique"," ","0.5","0","","","","","",""
"1201120","#REF!","289/540","  Economique et social Mathématiques"," ","0.5","0","","x","x","","",""
"1133561","#REF!","296/540","  Economique et social Mathématiques"," ","0","1","","","","","",""
"1064519","#REF!","304/540","  Sciences et Technologies de l'Industrie et du Développement Durable Système informatique et numérique"," ","0","0","","","","","",""
"1064681","#REF!","305/540","  Economique et social Mathématiques"," ","0.5","1","","","x","","",""
"1167690","#REF!","307/540","  Scientifique Pas de spécialité (S.I)"," ","0","1","","","","","",""
"1094590","#REF!","316/540","  Economique et social Mathématiques"," ","-1","0","","","","","",""
"1038598","#REF!","323/540","  Sciences et technologie industrielles Génie civil"," ","0","1","","","x","","",""
"1152479","#REF!","333/540","  Economique et social Mathématiques"," ","-1","0","","","","","",""
"1042328","#REF!","337/540","  Economique et social Mathématiques"," ","0.5","1","","","x","","",""
"1056137","#REF!","340/540","  Economique et social Sciences économiques et sociales"," ","","0.5","","","","","",""
"1103281","#REF!","345/540","  Economique et social Mathématiques"," ","-1.5","0","","","","","",""
"1009550","#REF!","355/540","  Economique et social Sciences économiques et sociales"," ","0","1","","","x","","",""
"1146481","#REF!","357/540","  Sciences et Technologies de l'Industrie et du Développement Durable Energies et environnement"," ","-0.5","0","","","","","",""
"1188712","#REF!","365/540","  Sciences et technologie industrielles Génie électrotechnique"," ","0","0","","","","","",""
"1046052","#REF!","366/540","  Sciences et technologie industrielles Génie électronique"," ","-2","1","1","","","","",""
"1093189","#REF!","367/540","  Sciences et Technologies de l'Industrie et du Développement Durable Energies et environnement"," ","0","0","","","","","",""
"1035946","#REF!","376/540","  Economique et social Langue renforcée"," ","-2","-2","0","","","","",""
"1053321","#REF!","392/540","  Sciences et technologies de la gestion Gestion systèmes d'information"," ","-1","0.5","","","","","",""
"1156244","#REF!","394/540","  Economique et social Sciences économiques et sociales"," ","-1","1","","","x","","",""
"163903","#REF!","374/540","ES Economie approfondie","","-1","0.5","0","","x","","",""
"163959","#REF!","370/540","ES Economie approfondie","","-0.5","-0.5","","","","","",""
"605981","#REF!","349/540","ES Economie approfondie","","0","0.5","","","","","",""
"688562","#REF!","360/540","ES Economie approfondie","","-1","-0.5","","","","","",""
"157069","#REF!","295/540","ES Mathématiques","","-0.5","1","","","","","",""
"241542","#REF!","216/540","ES Mathématiques","","0.5","0","","","","","",""
"280810","#REF!","343/540","ES Mathématiques","","-0.5","-0.5","","","X","","",""
"434408","#REF!","254/540","ES Mathématiques","","0.5","-1","","","","","",""
"494177","#REF!","327/540","ES Mathématiques","","0","0.5","","","","","",""
"542224","#REF!","334/540","ES Mathématiques","","-0.5","0.5","","","X","","",""
"649983","#REF!","343/540","ES Mathématiques","","0","-0.5","","","","","",""
"649984","#REF!","335/540","ES Mathématiques","","0.5","0","","","","","",""
"672753","#REF!","286/540","ES Mathématiques","","0","-0.5","","","","","",""
"690262","#REF!","281/540","ES Mathématiques","","0","-0.5","","","","","",""
"709994","#REF!","332/540","ES Mathématiques","","0","-0.5","","","","","",""
"769512","#REF!","331/540","ES Mathématiques","","-0.5","0.5","","","X","","",""
"833294","#REF!","301/540","ES Mathématiques","","-1","-1","-2","","","","",""
"456918","#REF!","387/540","ES Sciences sociales et politiques","","-0.5","0","","","X","","",""
"223241","#REF!","244/540","STI2D Architecture et construction  "," ","1","0.5","0","","x","","",""
"765382","#REF!","362/540","STI2D Architecture et construction  "," ","0","0","1","","x","","",""
"214139","#REF!","390/540","STI2D Energies et environnement  "," ","-1","1","-0.5","","","","",""
"259722","#REF!","385/540","STI2D Energies et environnement  "," ","-1","0","","","","","",""
"298105","#REF!","297/540","STI2D Energies et environnement  "," ","1","0","0.5","","x","","",""
"299684","#REF!","319/540","STI2D Energies et environnement  "," ","0","1","","","x","","",""
"437240","#REF!","395/540","STI2D Energies et environnement  "," ","-1","0","","","","","",""
"451043","#REF!","383/540","STI2D Energies et environnement  "," ","-1","0","","","","","",""
"470865","#REF!","361/540","STI2D Energies et environnement  "," ","1","0","","","","","",""
"503502","#REF!","300/540","STI2D Energies et environnement  "," ","1","0","","","x","","",""
"512284","#REF!","382/540","STI2D Energies et environnement  "," ","0","0","","","","","",""
"513021","#REF!","325/540","STI2D Energies et environnement  "," ","1","-0.5","","","","","",""
"688772","#REF!","373/540","STI2D Energies et environnement  "," ","-1","-0.5","","","","","",""
"704004","#REF!","348/540","STI2D Energies et environnement  "," ","1","-0.5","","","","","",""
"387457","#REF!","375/540","STI2D Innovation Technologique et Eco conception  "," ","1","0","","","","","",""
"504715","#REF!","381/540","STI2D Innovation Technologique et Eco conception  "," ","0","-1","","","","","",""
"512936","#REF!","380/540","STI2D Innovation Technologique et Eco conception  "," ","0","1","","","","","",""
"632772","#REF!","391/540","STI2D Innovation Technologique et Eco conception  "," ","1","0","","x","","","",""
"633595","#REF!","350/540","STI2D Innovation Technologique et Eco conception  "," ","0","0","","","","","",""
"633849","#REF!","356/540","STI2D Innovation Technologique et Eco conception  "," ","0","1","1","","","","",""
"633868","#REF!","388/540","STI2D Innovation Technologique et Eco conception  "," ","0","-0.5","","","","","",""
"149602","#REF!","306/540","STI2D Système informatique et numérique  "," ","-1","-1","","","","","",""
"152539","#REF!","279/540","STI2D Système informatique et numérique  "," ","-1","0","","","","","",""
"170027","#REF!","344/540","STI2D Système informatique et numérique  "," ","-1","0","","","","","",""
"176432","#REF!","189/540","STI2D Système informatique et numérique  "," ","0","1","1","","x","","",""
"176475","#REF!","273/540","STI2D Système informatique et numérique  "," ","-1","0.5","","","","","",""
"176505","#REF!","285/540","STI2D Système informatique et numérique  "," ","-1","0.5","","","","","",""
"188067","#REF!","170/540","STI2D Système informatique et numérique  "," ","1","1","","","x","","",""
"200829","#REF!","173/540","STI2D Système informatique et numérique  "," ","1","0","","","","","",""
"285173","#REF!","270/540","STI2D Système informatique et numérique  "," ","-1","0","","","","","",""
"285289","#REF!","268/540","STI2D Système informatique et numérique  "," ","-1","-0.5","-1","","","","",""
"285324","#REF!","236/540","STI2D Système informatique et numérique  "," ","1","0","","","","","",""
"325285","#REF!","185/540","STI2D Système informatique et numérique  "," ","-1","0","","","","","",""
"332224","#REF!","238/540","STI2D Système informatique et numérique  "," ","1","0.5","","","","","",""
"332339","#REF!","274/540","STI2D Système informatique et numérique  "," ","-1","0.5","","","","","",""
"332383","#REF!","197/540","STI2D Système informatique et numérique  "," ","-1","0.5","","","x","","",""
"332553","#REF!","197/540","STI2D Système informatique et numérique  "," ","-1","0.5","","","","","",""
"335125","#REF!","156/540","STI2D Système informatique et numérique  "," ","1","-0.5","1","","x","","",""
"411698","#REF!","167/540","STI2D Système informatique et numérique  "," ","0","0.5","","","","","",""
"411717","#REF!","203/540","STI2D Système informatique et numérique  "," ","-1","0","-1","","","","",""
"438535","#REF!","340/540","STI2D Système informatique et numérique  "," ","-1","-0.5","","","","","",""
"451084","#REF!","320/540","STI2D Système informatique et numérique  "," ","-1","-0.5","","","","","",""
"464570","#REF!","198/540","STI2D Système informatique et numérique  "," ","1","0.5","","","x","","",""
"495719","#REF!","264/540","STI2D Système informatique et numérique  "," ","-1","-0.5","","","","","",""
"504644","#REF!","205/540","STI2D Système informatique et numérique  "," ","0","0","","","","","",""
"504700","#REF!","232/540","STI2D Système informatique et numérique  "," ","-1","0.5","","","","","",""
"539296","#REF!","328/540","STI2D Système informatique et numérique  "," ","0","1","","","x","","",""
"576095","#REF!","358/540","STI2D Système informatique et numérique  "," ","-1","0","","","","","",""
"576376","#REF!","389/540","STI2D Système informatique et numérique  "," ","0","0","","","","","",""
"576388","#REF!","228/540","STI2D Système informatique et numérique  "," ","-1","0","","","","","",""
"576499","#REF!","259/540","STI2D Système informatique et numérique  "," ","0","0.5","","","","","",""
"632895","#REF!","369/540","STI2D Système informatique et numérique  "," ","-1","0","","","","","",""
"639237","#REF!","291/540","STI2D Système informatique et numérique  "," ","-1","0","","","","","",""
"651940","#REF!","227/540","STI2D Système informatique et numérique  "," ","0","1","","","x","","",""
"656198","#REF!","302/540","STI2D Système informatique et numérique  "," ","-1","-0.5","","","","","",""
"656410","#REF!","288/540","STI2D Système informatique et numérique  "," ","0","0","","","","","",""
"668434","#REF!","156/540","STI2D Système informatique et numérique  "," ","0","0","1","","x","","",""
"695293","#REF!","211/540","STI2D Système informatique et numérique  "," ","1","-0.5","","","x","","",""
"731136","#REF!","134/540","STI2D Système informatique et numérique  "," ","1","-0.5","1","","x","","",""
"735065","#REF!","338/540","STI2D Système informatique et numérique  "," ","-1","-0.5","","","","","",""
"778389","#REF!","249/540","STI2D Système informatique et numérique  "," ","-1","0","","","","","",""
"781325","#REF!","226/540","STI2D Système informatique et numérique  "," ","1","-0.5","","","","","",""
"813049","#REF!","175/540","STI2D Système informatique et numérique  "," ","0","1","","","x","","",""
"822016","#REF!","341/540","STI2D Système informatique et numérique  "," ","-1","0","","","","","",""
"822028","#REF!","378/540","STI2D Système informatique et numérique  "," ","0","0","1","","","","",""
"822043","#REF!","314/540","STI2D Système informatique et numérique  "," ","0","-0.5","","","","","",""
"822075","#REF!","310/540","STI2D Système informatique et numérique  "," ","-1","1","","","","","",""
"822123","#REF!","311/540","STI2D Système informatique et numérique  "," ","0","-0.5","","","","","",""
"1160323","#REF!","1213/1724","  Economique et social Economie approfondie"," ","0.5","0.5","0","","","","",""
"1032398","#REF!","1246/1724","  Economique et social Langue renforcée"," ","0","0.5","0","x","x","","",""
"1015745","#REF!","1076/1724","  Economique et social Mathématiques"," ","1","0.5","0.5","","x","","",""
"1035066","#REF!","1059/1724","  Economique et social Mathématiques"," ","0.5","0","-1","x","x","","",""
"1107426","#REF!","1176/1724","  Economique et social Mathématiques"," ","-0.5","0.5","0","","","","",""
"1139732","#REF!","1204/1724","  Economique et social Mathématiques"," ","-2","1","-1","x","","","",""
"1176915","#REF!","1187/1724","  Economique et social Mathématiques"," ","0","-0.5","-1","x","","","",""
"1108644","#REF!","1244/1724","  Littéraire Langue renforcée"," ","1","1","0","","","","",""
"1014121","#REF!","1247/1724","  Littéraire Mathématiques"," ","-3","0.5","-1","","","","",""
"152067","#REF!","1086/1724","ES Economie approfondie  "," ","1","0","0","","","","",""
"579633","#REF!","1248/1724","ES Economie approfondie  "," ","1","-0.5","0","","","","",""
"713621","#REF!","1153/1724","ES Economie approfondie  "," ","1.5","0.5","0","","","","",""
"721934","#REF!","989/1724","ES Economie approfondie  "," ","1","0.5","0","","","","",""
"721943","#REF!","1048/1724","ES Economie approfondie  "," ","1","-0.5","0","","","","",""
"158027","#REF!","569/1724","ES Mathématiques  "," ","1.5","0","0","","","","",""
"167685","#REF!","1165/1724","ES Mathématiques  "," ","0","0","0","","","","",""
"174307","#REF!","559/1724","ES Mathématiques  "," ","1","0.5","0","","","","",""
"174309","#REF!","663/1724","ES Mathématiques  "," ","0.5","0.5","0","","","","",""
"180691","#REF!","1037/1724","ES Mathématiques  "," ","0","0.5","0","","","","",""
"181532","#REF!","1195/1724","ES Mathématiques  "," ","0.5","0.5","0","","","","",""
"192260","#REF!","1073/1724","ES Mathématiques  "," ","0","0.5","0","","","","",""
"192589","#REF!","1024/1724","ES Mathématiques  "," ","0","0","0","","","","",""
"214384","#REF!","1207/1724","ES Mathématiques  "," ","-1","0.5","0","","","","",""
"251915","#REF!","997/1724","ES Mathématiques  "," ","0.5","1","0","","","","",""
"260347","#REF!","923/1724","ES Mathématiques  "," ","0.5","0","0","","","","",""
"268479","#REF!","1005/1724","ES Mathématiques  "," ","0.5","0.5","0","","","","",""
"269640","#REF!","1171/1724","ES Mathématiques  "," ","-1","0","0","","","","",""
"272581","#REF!","1194/1724","ES Mathématiques  "," ","-1","-0.5","0","","","","",""
"301165","#REF!","1183/1724","ES Mathématiques  "," ","-0.5","1","0","","","","",""
"331545","#REF!","1084/1724","ES Mathématiques  "," ","0","0.5","0","","","","",""
"361999","#REF!","1148/1724","ES Mathématiques  "," ","0.5","1","0","","","","",""
"367751","#REF!","1021/1724","ES Mathématiques  "," ","0.5","0.5","0","","","","",""
"367754","#REF!","487/1724","ES Mathématiques  "," ","1","0.5","0","","","","",""
